ID,Jornada,Tela / etapa,Elemento,Texto atual,Texto recomendado,Decisão,Prioridade,Critério aplicado,Condição de exibição,Natureza,Arquivo-fonte
268,Diagnóstico guiado,Recomendação contextual,Feedback,Ocultar,Ocultar,Manter,Baixa,Clareza e objetividade,Sem feedback anterior,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
269,Diagnóstico guiado,Recomendação contextual,Confirmação,Obrigado pelo feedback — isso ajuda a melhorar as próximas recomendações.,Obrigado pelo feedback! Isso ajuda a melhorar as próximas recomendações.,Ajustar,Média,Clareza e objetividade,Feedback enviado,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
270,Diagnóstico guiado,Recomendação contextual,Acessibilidade,Recomendação: {título},Recomendação: {título},Manter,Baixa,Clareza e objetividade,Card renderizado,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
271,Diagnóstico guiado,Recomendação contextual,Acessibilidade,expandido,expandido,Manter,Baixa,Clareza e objetividade,Motivo aberto,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
272,Diagnóstico guiado,Recomendação contextual,Acessibilidade,recolhido,recolhido,Manter,Baixa,Clareza e objetividade,Motivo fechado,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DiagnosticoGuiadoScreen.kt
273,Diagnóstico guiado,Falar com a operadora,Título,Falar com a operadora,Entrar em contato com a operadora,Ajustar,Média,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
274,Diagnóstico guiado,Falar com a operadora,Subtítulo,Detectamos sua operadora pela rede móvel. Atendimento oficial.,Detectamos sua operadora pela rede móvel. Atendimento oficial.,Manter,Baixa,Clareza e objetividade,Operadora móvel identificada com contatos,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
275,Diagnóstico guiado,Falar com a operadora,Subtítulo,Detectamos sua operadora pela rede fixa. Atendimento oficial.,Detectamos sua operadora pela rede fixa. Atendimento oficial.,Manter,Baixa,Clareza e objetividade,Operadora fixa identificada com contatos,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
276,Diagnóstico guiado,Falar com a operadora,Subtítulo,"Identificamos sua operadora, mas nenhum canal de atendimento está disponível no momento.","Identificamos sua operadora, mas nenhum canal de atendimento está disponível no momento.",Manter,Baixa,Clareza e objetividade,Identificada sem contatos,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
277,Diagnóstico guiado,Falar com a operadora,Subtítulo,Não foi possível identificar sua operadora automaticamente. Escolha abaixo para ver os canais de atendimento.,Não foi possível identificar sua operadora automaticamente. Escolha abaixo para ver os canais de atendimento.,Manter,Baixa,Preservar incerteza,Não identificada,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
278,Diagnóstico guiado,Falar com a operadora,Legenda,SIM ativo · plano móvel,SIM ativo · plano móvel,Manter,Baixa,Clareza e objetividade,Rede móvel,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
279,Diagnóstico guiado,Falar com a operadora,Legenda,rede fixa,rede fixa,Manter,Baixa,Clareza e objetividade,Rede fixa,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
280,Diagnóstico guiado,Falar com a operadora,Seção,Sua operadora,Sua operadora,Manter,Baixa,Clareza e objetividade,Operadora identificada,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
281,Diagnóstico guiado,Falar com a operadora,Seção,Não é a sua? Outras operadoras,Não é a sua? Outras operadoras,Manter,Baixa,Clareza e objetividade,Operadora identificada,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
282,Diagnóstico guiado,Falar com a operadora,Seção,Operadoras disponíveis,Operadoras disponíveis,Manter,Baixa,Clareza e objetividade,Operadora não identificada,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
283,Diagnóstico guiado,Falar com a operadora,Seção,Regionais,Regionais,Manter,Baixa,Clareza e objetividade,Há operadoras regionais,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
284,Diagnóstico guiado,Falar com a operadora,Aviso,O SignallQ não tem vínculo com as operadoras. Você será levado ao canal oficial de cada uma.,O SignallQ não tem vínculo com as operadoras. Você será levado ao canal oficial de cada uma.,Manter,Baixa,Clareza e objetividade,Sempre,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
285,Diagnóstico guiado,Falar com a operadora,Estado vazio,Nenhum canal de atendimento disponível no momento.,Nenhum canal de atendimento disponível no momento.,Manter,Baixa,Clareza e objetividade,Identificada sem canal,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
286,Diagnóstico guiado,Falar com a operadora,CTA,Falar no WhatsApp,Falar no WhatsApp,Manter,Baixa,Clareza e objetividade,WhatsApp disponível,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
287,Diagnóstico guiado,Falar com a operadora,CTA,Ligar {telefone},Ligar {telefone},Manter,Baixa,Clareza e objetividade,Telefone disponível,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
288,Diagnóstico guiado,Falar com a operadora,CTA,App {grupo da operadora},App {grupo da operadora},Manter,Baixa,Clareza e objetividade,App/grupo conhecido,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
289,Diagnóstico guiado,Falar com a operadora,CTA,Acessar site,Acessar site,Manter,Baixa,Clareza e objetividade,Somente site disponível,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
290,Diagnóstico guiado,Falar com a operadora,Contato,WhatsApp · ligar {telefone},WhatsApp · ligar {telefone},Manter,Baixa,Clareza e objetividade,Outra operadora com WhatsApp e telefone,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
291,Diagnóstico guiado,Falar com a operadora,Contato,WhatsApp,WhatsApp,Manter,Baixa,Clareza e objetividade,Outra operadora só com WhatsApp,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
292,Diagnóstico guiado,Falar com a operadora,Contato,ligar {telefone},ligar {telefone},Manter,Baixa,Clareza e objetividade,Outra operadora só com telefone,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
293,Diagnóstico guiado,Falar com a operadora,Acessibilidade,{descrição de abrir o WhatsApp},{descrição de abrir o WhatsApp},Manter,Baixa,Clareza e objetividade,Ícone do WhatsApp,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
294,Diagnóstico guiado,Falar com a operadora,Dado,{nome da operadora},{nome da operadora},Manter,Baixa,Clareza e objetividade,Lista/resolução de operadoras,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/OperadoraBottomSheet.kt
295,Detalhes técnicos,Cabeçalho,Título,Detalhes técnicos,Detalhes da conexão,Ajustar,Média,Clareza e objetividade,Sempre,Fixo,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DetalhesTecnicosScreen.kt
296,Detalhes técnicos,Cabeçalho,Acessibilidade,Voltar,Voltar,Manter,Baixa,Clareza e objetividade,Sempre,Fixo,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DetalhesTecnicosScreen.kt
297,Detalhes técnicos,Orientação,Seção,Orientação por tipo de rede,Sobre este tipo de conexão,Ajustar,Média,Clareza e objetividade,Sempre,Fixo,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DetalhesTecnicosScreen.kt
298,Detalhes técnicos,Orientação,Texto,"Conexão via Wi-Fi. Se o resultado ficou abaixo do esperado, teste perto do roteador ou com um cabo de rede pra isolar se o problema é do Wi-Fi ou da internet contratada.","Conexão via Wi-Fi. Se o resultado ficou abaixo do esperado, teste perto do roteador ou com um cabo de rede para isolar se o problema é do Wi-Fi ou da internet contratada.",Ajustar,Média,Encurtar,Wi-Fi,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DetalhesTecnicosScreen.kt
299,Detalhes técnicos,Orientação,Texto,Conexão via {5G|4G|rede móvel}. Sinal fraco e congestionamento da torre variam por local e horário — repita o teste em outro ponto ou horário antes de concluir que há um problema fixo.,Conexão via {5G|4G|rede móvel}. Sinal fraco e congestionamento da torre variam por local e horário. Repita o teste em outro ponto ou horário antes de concluir que há um problema fixo.,Ajustar,Média,Encurtar,Rede móvel,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DetalhesTecnicosScreen.kt
300,Detalhes técnicos,Orientação,Texto,Tipo de conexão não identificado neste teste. Repita o teste conectado por Wi-Fi ou dados móveis pra ter uma orientação mais precisa.,Tipo de conexão não identificado neste teste. Repita o teste conectado por Wi-Fi ou dados móveis para ter uma orientação mais precisa.,Ajustar,Média,Encurtar,Tipo desconhecido,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DetalhesTecnicosScreen.kt
301,Detalhes técnicos,Métricas,Seção,Métricas medidas,Dados medidos,Ajustar,Média,Clareza e objetividade,Sempre,Fixo,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DetalhesTecnicosScreen.kt
302,Detalhes técnicos,Métricas,Rótulo,Bufferbloat,Lentidão com a rede ocupada,Ajustar,Alta,Simplificar termo técnico,Sempre,Fixo,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DetalhesTecnicosScreen.kt
303,Detalhes técnicos,Métricas,Rótulo,Pico Download,Maior velocidade de download,Ajustar,Média,Clareza e objetividade,Sempre,Fixo,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DetalhesTecnicosScreen.kt
304,Detalhes técnicos,Métricas,Rótulo,Pico Upload,Maior velocidade de upload,Ajustar,Média,Clareza e objetividade,Sempre,Fixo,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DetalhesTecnicosScreen.kt
305,Detalhes técnicos,Métricas,Rótulo,Latência c/ carga ↓,Tempo de resposta durante download,Ajustar,Média,Simplificar termo técnico,Sempre,Fixo,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DetalhesTecnicosScreen.kt
306,Detalhes técnicos,Métricas,Rótulo,Latência c/ carga ↑,Tempo de resposta durante upload,Ajustar,Média,Simplificar termo técnico,Sempre,Fixo,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DetalhesTecnicosScreen.kt
307,Detalhes técnicos,Métricas,Rótulo,Estabilidade,Estabilidade da conexão,Ajustar,Média,Clareza e objetividade,Score entre 0 e 1,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DetalhesTecnicosScreen.kt
308,Detalhes técnicos,Métricas,Rótulo,DNS,Tempo para localizar sites,Ajustar,Média,Simplificar termo técnico,Latência DNS disponível,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DetalhesTecnicosScreen.kt
309,Detalhes técnicos,Métricas,Rótulo,DNS ({provedor ou IP}),DNS ({provedor ou IP}),Manter,Média,Simplificar termo técnico,Provedor/resolvedor disponível,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DetalhesTecnicosScreen.kt
310,Detalhes técnicos,Métricas,Rótulo,Servidor,Servidor usado no teste,Ajustar,Média,Clareza e objetividade,Localização do servidor disponível,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DetalhesTecnicosScreen.kt
311,Detalhes técnicos,Equipamento,Seção,Equipamento local,Seu equipamento de internet,Ajustar,Média,Clareza e objetividade,Sempre,Fixo,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/screen/DetalhesTecnicosScreen.kt
312,Detalhes técnicos,Equipamento local,Título,ONT de fibra,Modem de fibra,Ajustar,Média,Simplificar termo técnico,Tipo/fallback do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
313,Detalhes técnicos,Equipamento local,Título,Roteador,Roteador,Manter,Baixa,Clareza e objetividade,Tipo/fallback do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
314,Detalhes técnicos,Equipamento local,Título,Nó mesh,Nó mesh,Manter,Baixa,Clareza e objetividade,Tipo/fallback do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
315,Detalhes técnicos,Equipamento local,Título,Equipamento local,Seu equipamento de internet,Ajustar,Média,Clareza e objetividade,Tipo desconhecido,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
316,Detalhes técnicos,Equipamento local,Estado,Nenhum equipamento encontrado,Não encontrei um equipamento compatível,Ajustar,Média,Clareza e objetividade,Nada detectado,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
317,Detalhes técnicos,Equipamento local,Descrição,Não identificamos um roteador ou ONT compatível nesta rede.,Não encontrei um roteador ou modem de fibra compatível nesta rede.,Ajustar,Média,Simplificar termo técnico,Nada detectado,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
318,Detalhes técnicos,Equipamento local,Estado,Equipamento identificado,Encontrei seu equipamento,Ajustar,Média,Clareza e objetividade,Fingerprint passivo,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
319,Detalhes técnicos,Equipamento local,Descrição,Encontramos um {tipo de equipamento} na rede. Conecte para ver dados detalhados.,Encontramos um {tipo de equipamento} na rede. Conecte para ver dados detalhados.,Manter,Baixa,Clareza e objetividade,Identificado sem conexão,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
320,Detalhes técnicos,Equipamento local,Estado,Não foi possível conectar ao equipamento,Não consegui acessar o equipamento,Ajustar,Média,Preservar incerteza,Falha de login,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
321,Detalhes técnicos,Equipamento local,Descrição,{mensagem de erro de conexão},{mensagem de erro de conexão},Manter,Baixa,Clareza e objetividade,Falha de login,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
322,Detalhes técnicos,Equipamento local,Estado,Equipamento sem suporte,Este equipamento ainda não é compatível,Ajustar,Média,Clareza e objetividade,Sem parser/driver,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
323,Detalhes técnicos,Equipamento local,Descrição,"Identificamos um equipamento na rede, mas ainda não sabemos ler dados dele.","Identificamos um equipamento na rede, mas ainda não sabemos ler dados dele.",Manter,Baixa,Clareza e objetividade,Tipo desconhecido sem suporte,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
324,Detalhes técnicos,Equipamento local,Descrição,"Identificamos um {tipo} na rede, mas ainda não sabemos ler os dados dele.","Identificamos um {tipo} na rede, mas ainda não sabemos ler os dados dele.",Manter,Baixa,Clareza e objetividade,Tipo conhecido sem suporte,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
325,Detalhes técnicos,Equipamento local,Badge,Parcial,Dados incompletos,Ajustar,Média,Clareza e objetividade,Leitura incompleta,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
326,Detalhes técnicos,Equipamento local,Badge,Diagnóstico avançado,Análise avançada disponível,Ajustar,Média,Clareza e objetividade,Diagnóstico nativo disponível,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
327,Detalhes técnicos,Equipamento local,Aviso,Suporte experimental. Alguns dados podem não aparecer ou estar incompletos.,Este equipamento ainda está em fase de testes. Alguns dados podem não aparecer.,Ajustar,Média,Preservar incerteza,Driver importado/inferido,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
328,Detalhes técnicos,Equipamento local,Frescor,Atualizado agora,Atualizado agora,Manter,Baixa,Clareza e objetividade,Leitura com menos de 2 minutos,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
329,Detalhes técnicos,Equipamento local,Frescor,Atualizado há {minutos} min,Atualizado há {minutos} min,Manter,Baixa,Clareza e objetividade,Leitura com menos de 1 hora,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
330,Detalhes técnicos,Equipamento local,Frescor,Atualizado há {horas}h,Atualizado há {horas}h,Manter,Baixa,Clareza e objetividade,Leitura com 1 hora ou mais,Template variável,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
331,Detalhes técnicos,Equipamento local,Frescor,Leitura desatualizada,Dados desatualizados,Ajustar,Média,Clareza e objetividade,Snapshot expirado,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
332,Detalhes técnicos,Equipamento local,Aviso,Estes dados podem não refletir o estado atual do equipamento — toque em Atualizar para uma nova leitura.,Estes dados podem não refletir o estado atual do equipamento. Toque em Atualizar para uma nova leitura.,Ajustar,Média,Preservar incerteza,Snapshot expirado e atualização disponível,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
333,Detalhes técnicos,Equipamento local,Seção,Dados técnicos,Detalhes do equipamento,Ajustar,Média,Clareza e objetividade,Há seções técnicas,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
334,Detalhes técnicos,Equipamento local,Ação,Ver detalhes,Ver detalhes,Manter,Baixa,Clareza e objetividade,Detalhes recolhidos,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
335,Detalhes técnicos,Equipamento local,Ação,Ocultar,Ocultar,Manter,Baixa,Clareza e objetividade,Detalhes expandidos,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
336,Detalhes técnicos,Equipamento local,Nota,Este roteador não faz leitura de fibra — esse dado aparece apenas na ONT/modem da operadora.,Este roteador não faz leitura de fibra. Esse dado aparece apenas no modem de fibra da operadora.,Ajustar,Média,Simplificar termo técnico; Preservar incerteza,Equipamento é roteador,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
337,Detalhes técnicos,Equipamento local,Nota,Nós mesh não fazem leitura de fibra — esse dado aparece apenas na ONT/modem da operadora.,Nós mesh não fazem leitura de fibra. Esse dado aparece apenas no modem de fibra da operadora.,Ajustar,Média,Simplificar termo técnico; Preservar incerteza,Equipamento é mesh/extensor,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
338,Detalhes técnicos,Equipamento local · Resumo,Título,Sem leitura da fibra,Não consegui ler o sinal da fibra,Ajustar,Média,Clareza e objetividade,"Fibra suportada, sem dados",Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
339,Detalhes técnicos,Equipamento local · Resumo,Descrição,"O equipamento suporta dados ópticos, mas esta leitura não trouxe valores.","O equipamento é compatível, mas não consegui ler os dados da fibra agora.",Ajustar,Média,Clareza e objetividade,"Fibra suportada, sem dados",Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
340,Detalhes técnicos,Equipamento local · Resumo,Título,Fibra desconectada,A fibra está sem sinal,Ajustar,Média,Clareza e objetividade,Link óptico inativo,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
341,Detalhes técnicos,Equipamento local · Resumo,Descrição,O link óptico está inativo — sem sinal da operadora.,A fibra está sem sinal da operadora.,Ajustar,Média,Clareza e objetividade,Link óptico inativo,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
342,Detalhes técnicos,Equipamento local · Resumo,Título,Fibra ativa,A fibra está conectada,Ajustar,Média,Clareza e objetividade,Sem achados do motor de fibra,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
343,Detalhes técnicos,Equipamento local · Resumo,Descrição,"Link óptico ativo, sem métricas adicionais nesta leitura.","A fibra está conectada, mas não consegui ler outros dados agora.",Ajustar,Média,Clareza e objetividade,Sem achados do motor de fibra,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
344,Detalhes técnicos,Equipamento local · Resumo,Título,Internet chegando normalmente,A internet está chegando ao roteador,Ajustar,Média,Clareza e objetividade,WAN com IP/gateway,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
345,Detalhes técnicos,Equipamento local · Resumo,Descrição,O roteador confirma conexão ativa com a operadora.,A operadora está entregando sinal ao roteador.,Ajustar,Média,Clareza e objetividade,WAN com IP/gateway,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
346,Detalhes técnicos,Equipamento local · Resumo,Título,Internet chegando normalmente,A internet está chegando ao roteador,Ajustar,Média,Clareza e objetividade,WAN ativa e Wi-Fi habilitado,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
347,Detalhes técnicos,Equipamento local · Resumo,Descrição,O roteador confirma conexão ativa com a operadora. Wi-Fi ligado e transmitindo.,Há sinal da operadora e o Wi-Fi está ligado.,Ajustar,Média,Clareza e objetividade,WAN ativa e Wi-Fi habilitado,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
348,Detalhes técnicos,Equipamento local · Resumo,Título,Sem confirmação da internet,Não consegui confirmar o sinal da operadora,Ajustar,Média,Clareza e objetividade,WAN sem IP/gateway,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
349,Detalhes técnicos,Equipamento local · Resumo,Descrição,O roteador não reportou IP da operadora nesta leitura.,O roteador não confirmou uma conexão ativa com a operadora.,Ajustar,Média,Clareza e objetividade,WAN sem IP/gateway,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
350,Detalhes técnicos,Equipamento local · Resumo,Título,Equipamento respondendo,O equipamento está acessível,Ajustar,Média,Clareza e objetividade,Sem fibra e sem WAN,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
351,Detalhes técnicos,Equipamento local · Resumo,Descrição,"Conectado ao equipamento, mas sem métricas de internet para avaliar automaticamente.","Consegui acessar o equipamento, mas faltam dados para avaliar a internet.",Ajustar,Média,Clareza e objetividade,Sem fibra e sem WAN,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
352,Detalhes técnicos,Equipamento local · Dados,Seção,Fibra óptica,Fibra,Ajustar,Média,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
353,Detalhes técnicos,Equipamento local · Dados,Rótulo,Link óptico,Conexão da fibra,Ajustar,Média,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
354,Detalhes técnicos,Equipamento local · Dados,Valor,Ativo,Ativo,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
355,Detalhes técnicos,Equipamento local · Dados,Valor,Inativo,Inativo,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
356,Detalhes técnicos,Equipamento local · Dados,Rótulo,Potência RX,Sinal recebido da fibra,Ajustar,Média,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
357,Detalhes técnicos,Equipamento local · Dados,Rótulo,Potência TX,Sinal enviado pela fibra,Ajustar,Média,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
358,Detalhes técnicos,Equipamento local · Dados,Rótulo,Temperatura,Temperatura,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
359,Detalhes técnicos,Equipamento local · Dados,Rótulo,Tensão do laser,Tensão do transmissor,Ajustar,Média,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
360,Detalhes técnicos,Equipamento local · Dados,Rótulo,Corrente do laser,Corrente do transmissor,Ajustar,Média,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
361,Detalhes técnicos,Equipamento local · Dados,Rótulo,Número de série da ONT,Número de série do modem de fibra,Ajustar,Média,Simplificar termo técnico,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
362,Detalhes técnicos,Equipamento local · Dados,Fallback,Sem leitura nesta captura,Sem leitura nesta captura,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
363,Detalhes técnicos,Equipamento local · Dados,Seção/rótulo,Internet (WAN),Conexão com a operadora,Ajustar,Média,Simplificar termo técnico,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
364,Detalhes técnicos,Equipamento local · Dados,Rótulo,IP externo,Endereço de internet,Ajustar,Média,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
365,Detalhes técnicos,Equipamento local · Dados,Rótulo,Tipo de conexão,Tipo de conexão,Manter,Baixa,Clareza e objetividade,Conforme capabilities e dados do equipamento,Fixo condicionado,android/app/src/main/kotlin/io/veloo/app/kotlin/ui/component/LocalDeviceSection.kt
